# header
# energy = 14400.0 eV
# sdd = 0.670000 m
# alpha = 0.072789 deg
# beta = 0.072793 deg
# tth = 0.319103 deg
# qxy0 = 0.040643 /A
# expo_time = 30 sec
# monitor_3_ave = 3.357593 /sec
# px_size = 0.000172 m
# roi_x = 25
# roi_y = 86
# roi_dy = 3
# chamber_id = 0
# data
# idx	beta	intensity	qz
396.000000 5.513335 125.007437 0.710399
397.000000 5.527911 110.006545 0.712247
398.000000 5.542487 120.007139 0.714095
399.000000 5.557061 143.008508 0.715942
400.000000 5.571635 132.007853 0.717790
401.000000 5.586209 125.007437 0.719637
402.000000 5.600781 144.008567 0.721484
403.000000 5.615353 134.007972 0.723331
404.000000 5.629924 142.008448 0.725178
405.000000 5.644495 127.007556 0.727025
406.000000 5.659065 136.008091 0.728872
407.000000 5.673634 118.007020 0.730718
408.000000 5.688202 112.006663 0.732565
409.000000 5.702770 110.006545 0.734411
410.000000 5.717336 148.008805 0.736257
411.000000 5.731903 121.007199 0.738103
412.000000 5.746468 121.007199 0.739949
413.000000 5.761033 108.006426 0.741795
414.000000 5.775596 118.007020 0.743640
415.000000 5.790160 115.006842 0.745486
416.000000 5.804722 124.007377 0.747331
417.000000 5.819284 114.006782 0.749176
418.000000 5.833845 112.006663 0.751021
419.000000 5.848405 124.007377 0.752866
420.000000 5.862964 94.005593 0.754710
421.000000 5.877523 110.006545 0.756555
422.000000 5.892081 103.006128 0.758399
423.000000 5.906638 121.007199 0.760244
424.000000 5.921194 115.006842 0.762088
425.000000 5.935750 109.006485 0.763932
426.000000 5.950305 107.006366 0.765776
427.000000 5.964859 106.006307 0.767619
428.000000 5.979413 126.007496 0.769463
429.000000 5.993965 120.007139 0.771306
430.000000 6.008517 136.008091 0.773150
431.000000 6.023068 119.007080 0.774993
432.000000 6.037618 112.006663 0.776836
433.000000 6.052168 109.006485 0.778678
434.000000 6.066717 113.006723 0.780521
435.000000 6.081265 109.006485 0.782364
436.000000 6.095812 112.006663 0.784206
437.000000 6.110358 114.006782 0.786048
438.000000 6.124904 100.005950 0.787890
439.000000 6.139449 135.008032 0.789732
440.000000 6.153993 125.007437 0.791574
441.000000 6.168536 107.006366 0.793416
442.000000 6.183079 117.006961 0.795257
443.000000 6.197621 111.006604 0.797098
444.000000 6.212161 102.006069 0.798940
445.000000 6.226702 108.006426 0.800781
446.000000 6.241241 129.007675 0.802621
447.000000 6.255779 116.006901 0.804462
448.000000 6.270317 117.006961 0.806303
449.000000 6.284854 118.007020 0.808143
450.000000 6.299390 123.007318 0.809983
451.000000 6.313926 110.006545 0.811823
452.000000 6.328460 104.006188 0.813663
453.000000 6.342994 127.007556 0.815503
454.000000 6.357527 120.007139 0.817343
455.000000 6.372059 123.007318 0.819182
456.000000 6.386590 108.006426 0.821022
457.000000 6.401121 112.006663 0.822861
458.000000 6.415650 128.007615 0.824700
459.000000 6.430179 108.006426 0.826539
460.000000 6.444707 125.007437 0.828377
461.000000 6.459234 110.006545 0.830216
462.000000 6.473761 109.006485 0.832054
463.000000 6.488286 120.007139 0.833893
464.000000 6.502811 112.006663 0.835731
465.000000 6.517335 105.006247 0.837569
466.000000 6.531858 104.006188 0.839406
467.000000 6.546380 131.007794 0.841244
468.000000 6.560901 120.007139 0.843081
469.000000 6.575422 115.006842 0.844919
470.000000 6.589942 127.007556 0.846756
471.000000 6.604461 111.006604 0.848593
472.000000 6.618979 116.006901 0.850430
473.000000 6.633496 105.006247 0.852266
474.000000 6.648012 116.006901 0.854103
475.000000 6.662528 116.006901 0.855939
476.000000 6.677042 101.006009 0.857775
477.000000 6.691556 125.007437 0.859611
478.000000 6.706069 109.006485 0.861447
479.000000 6.720581 133.007913 0.863283
480.000000 6.735092 120.007139 0.865118
481.000000 6.749603 111.006604 0.866954
482.000000 6.764112 119.007080 0.868789
483.000000 6.778621 121.007199 0.870624
484.000000 6.793128 84.004998 0.872459
485.000000 6.807635 108.006426 0.874293
486.000000 6.822141 112.006663 0.876128
