# header
# energy = 14400.0 eV
# sdd = 0.670000 m
# alpha = 0.072789 deg
# beta = 0.072793 deg
# tth = 2.505353 deg
# qxy0 = 0.319071 /A
# expo_time = 30 sec
# monitor_3_ave = 3.357593 /sec
# px_size = 0.000172 m
# roi_x = 25
# roi_y = 86
# roi_dy = 3
# chamber_id = 0
# data
# idx	beta	intensity	qz
107.000000 1.278734 13.028819 0.172124
108.000000 1.293436 14.031035 0.173997
109.000000 1.308138 12.026602 0.175869
110.000000 1.322840 8.017734 0.177741
111.000000 1.337541 10.022168 0.179613
112.000000 1.352243 4.008867 0.181485
113.000000 1.366944 10.022168 0.183357
114.000000 1.381646 15.033252 0.185228
115.000000 1.396347 21.046553 0.187100
116.000000 1.411047 22.048770 0.188972
117.000000 1.425748 10.022168 0.190844
118.000000 1.440449 14.031035 0.192716
119.000000 1.455149 12.026602 0.194587
120.000000 1.469849 13.028819 0.196459
121.000000 1.484549 17.037686 0.198331
122.000000 1.499249 15.033252 0.200202
123.000000 1.513948 5.011084 0.202074
124.000000 1.528648 11.024385 0.203945
125.000000 1.543347 11.024385 0.205817
126.000000 1.558046 10.022168 0.207688
127.000000 1.572744 7.015518 0.209560
128.000000 1.587443 10.022168 0.211431
129.000000 1.602141 10.022168 0.213303
130.000000 1.616840 6.013301 0.215174
131.000000 1.631538 8.017734 0.217045
132.000000 1.646235 14.031035 0.218916
133.000000 1.660933 20.044336 0.220788
134.000000 1.675630 15.033252 0.222659
135.000000 1.690328 16.035469 0.224530
136.000000 1.705024 11.024385 0.226401
137.000000 1.719721 14.031035 0.228272
138.000000 1.734418 14.031035 0.230143
139.000000 1.749114 11.024385 0.232014
140.000000 1.763810 11.024385 0.233885
141.000000 1.778506 14.031035 0.235756
142.000000 1.793202 11.024385 0.237626
143.000000 1.807897 14.031035 0.239497
144.000000 1.822592 19.042119 0.241368
145.000000 1.837287 17.037686 0.243239
146.000000 1.851982 11.024385 0.245109
147.000000 1.866676 10.022168 0.246980
148.000000 1.881370 7.015518 0.248850
149.000000 1.896064 10.022168 0.250721
150.000000 1.910758 12.026602 0.252591
151.000000 1.925452 15.033252 0.254462
152.000000 1.940145 12.026602 0.256332
153.000000 1.954838 8.017734 0.258202
154.000000 1.969531 8.017734 0.260073
155.000000 1.984223 7.015518 0.261943
156.000000 1.998916 16.035469 0.263813
157.000000 2.013608 7.015518 0.265683
158.000000 2.028299 13.028819 0.267553
159.000000 2.042991 11.024385 0.269423
160.000000 2.057682 7.015518 0.271293
161.000000 2.072373 16.035469 0.273163
162.000000 2.087064 15.033252 0.275033
163.000000 2.101754 8.017734 0.276903
164.000000 2.116445 16.035469 0.278773
165.000000 2.131134 13.028819 0.280642
166.000000 2.145824 10.022168 0.282512
167.000000 2.160513 12.026602 0.284382
168.000000 2.175203 23.050987 0.286251
169.000000 2.189891 14.031035 0.288121
170.000000 2.204580 7.015518 0.289990
171.000000 2.219268 15.033252 0.291859
172.000000 2.233956 7.015518 0.293729
173.000000 2.248644 8.017734 0.295598
174.000000 2.263331 10.022168 0.297467
175.000000 2.278019 6.013301 0.299336
176.000000 2.292705 8.017734 0.301206
177.000000 2.307392 13.028819 0.303075
178.000000 2.322078 14.031035 0.304944
179.000000 2.336764 8.017734 0.306813
180.000000 2.351450 11.024385 0.308681
181.000000 2.366135 10.022168 0.310550
182.000000 2.380820 11.024385 0.312419
183.000000 2.395505 16.035469 0.314288
184.000000 2.410189 4.008867 0.316156
185.000000 2.424874 10.022168 0.318025
186.000000 2.439557 11.024385 0.319894
187.000000 2.454241 8.017734 0.321762
188.000000 2.468924 3.006650 0.323630
189.000000 2.483607 10.022168 0.325499
190.000000 2.498290 15.033252 0.327367
191.000000 2.512972 13.028819 0.329235
192.000000 2.527654 18.039903 0.331104
193.000000 2.542335 10.022168 0.332972
194.000000 2.557017 8.017734 0.334840
195.000000 2.571698 6.013301 0.336708
196.000000 2.586378 15.033252 0.338576
197.000000 2.601059 13.028819 0.340443
198.000000 2.615739 9.019951 0.342311
199.000000 2.630418 12.026602 0.344179
200.000000 2.645098 6.013301 0.346047
201.000000 2.659777 10.022168 0.347914
202.000000 2.674455 15.033252 0.349782
203.000000 2.689134 11.024385 0.351649
204.000000 2.703811 10.022168 0.353517
205.000000 2.718489 8.017734 0.355384
206.000000 2.733166 17.037686 0.357251
207.000000 2.747843 12.026602 0.359118
208.000000 2.762520 13.028819 0.360986
209.000000 2.777196 5.011084 0.362853
210.000000 2.791872 13.028819 0.364720
211.000000 2.806547 8.017734 0.366587
212.000000 2.821222 11.024385 0.368453
213.000000 2.835897 11.024385 0.370320
214.000000 2.850572 10.022168 0.372187
215.000000 2.865246 12.026602 0.374054
216.000000 2.879919 15.033252 0.375920
217.000000 2.894593 20.044336 0.377787
218.000000 2.909266 10.022168 0.379653
219.000000 2.923938 10.022168 0.381519
220.000000 2.938610 15.033252 0.383386
221.000000 2.953282 9.019951 0.385252
222.000000 2.967954 13.028819 0.387118
223.000000 2.982625 16.035469 0.388984
224.000000 2.997295 14.031035 0.390850
225.000000 3.011966 11.024385 0.392716
226.000000 3.026635 11.024385 0.394582
227.000000 3.041305 13.028819 0.396448
228.000000 3.055974 10.022168 0.398313
229.000000 3.070643 6.013301 0.400179
230.000000 3.085311 11.024385 0.402045
231.000000 3.099979 15.033252 0.403910
232.000000 3.114647 14.031035 0.405775
233.000000 3.129314 9.019951 0.407641
234.000000 3.143981 12.026602 0.409506
235.000000 3.158647 8.017734 0.411371
236.000000 3.173313 14.031035 0.413236
237.000000 3.187978 19.042119 0.415101
238.000000 3.202643 14.031035 0.416966
239.000000 3.217308 10.022168 0.418831
240.000000 3.231973 10.022168 0.420696
241.000000 3.246636 8.017734 0.422561
242.000000 3.261300 11.024385 0.424425
243.000000 3.275963 12.026602 0.426290
244.000000 3.290626 7.015518 0.428154
245.000000 3.305288 13.028819 0.430019
246.000000 3.319950 6.013301 0.431883
247.000000 3.334611 11.024385 0.433747
248.000000 3.349272 9.019951 0.435611
249.000000 3.363932 13.028819 0.437475
250.000000 3.378592 13.028819 0.439339
251.000000 3.393252 11.024385 0.441203
252.000000 3.407911 9.019951 0.443067
253.000000 3.422570 7.015518 0.444931
254.000000 3.437228 8.017734 0.446794
255.000000 3.451886 16.035469 0.448658
256.000000 3.466544 11.024385 0.450521
257.000000 3.481201 14.031035 0.452385
258.000000 3.495857 12.026602 0.454248
259.000000 3.510513 8.017734 0.456111
260.000000 3.525169 10.022168 0.457974
261.000000 3.539824 17.037686 0.459837
262.000000 3.554479 9.019951 0.461700
263.000000 3.569133 11.024385 0.463563
264.000000 3.583787 5.011084 0.465426
265.000000 3.598440 10.022168 0.467288
266.000000 3.613093 14.031035 0.469151
267.000000 3.627746 12.026602 0.471014
268.000000 3.642398 13.028819 0.472876
269.000000 3.657049 10.022168 0.474738
270.000000 3.671700 13.028819 0.476601
271.000000 3.686351 15.033252 0.478463
272.000000 3.701001 8.017734 0.480325
273.000000 3.715651 17.037686 0.482187
274.000000 3.730300 20.044336 0.484049
275.000000 3.744948 11.024385 0.485910
276.000000 3.759597 9.019951 0.487772
277.000000 3.774244 14.031035 0.489634
278.000000 3.788892 12.026602 0.491495
279.000000 3.803538 18.039903 0.493356
280.000000 3.818185 10.022168 0.495218
281.000000 3.832830 7.015518 0.497079
282.000000 3.847476 14.031035 0.498940
283.000000 3.862120 10.022168 0.500801
284.000000 3.876765 9.019951 0.502662
285.000000 3.891408 16.035469 0.504523
286.000000 3.906052 12.026602 0.506384
287.000000 3.920695 14.031035 0.508244
288.000000 3.935337 9.019951 0.510105
289.000000 3.949979 12.026602 0.511965
290.000000 3.964620 11.024385 0.513826
291.000000 3.979261 10.022168 0.515686
292.000000 3.993901 9.019951 0.517546
293.000000 4.008541 13.028819 0.519406
294.000000 4.023180 9.019951 0.521266
295.000000 4.037818 7.015518 0.523126
296.000000 4.052457 18.039903 0.524986
297.000000 4.067094 10.022168 0.526845
298.000000 4.081731 8.017734 0.528705
299.000000 4.096368 13.028819 0.530564
300.000000 4.111004 6.013301 0.532424
301.000000 4.125640 11.024385 0.534283
302.000000 4.140275 19.042119 0.536142
303.000000 4.154909 7.015518 0.538001
304.000000 4.169543 9.019951 0.539860
305.000000 4.184177 7.015518 0.541719
306.000000 4.198810 12.026602 0.543578
307.000000 4.213442 9.019951 0.545436
308.000000 4.228074 8.017734 0.547295
309.000000 4.242705 12.026602 0.549153
310.000000 4.257336 11.024385 0.551012
311.000000 4.271966 6.013301 0.552870
312.000000 4.286595 15.033252 0.554728
313.000000 4.301225 17.037686 0.556586
314.000000 4.315853 14.031035 0.558444
315.000000 4.330481 14.031035 0.560302
316.000000 4.345108 7.015518 0.562159
317.000000 4.359735 13.028819 0.564017
318.000000 4.374362 6.013301 0.565875
319.000000 4.388987 8.017734 0.567732
320.000000 4.403613 11.024385 0.569589
321.000000 4.418237 10.022168 0.571446
322.000000 4.432861 13.028819 0.573303
323.000000 4.447485 11.024385 0.575160
324.000000 4.462108 11.024385 0.577017
325.000000 4.476730 13.028819 0.578874
326.000000 4.491352 9.019951 0.580731
327.000000 4.505973 17.037686 0.582587
328.000000 4.520593 13.028819 0.584443
329.000000 4.535213 13.028819 0.586300
330.000000 4.549833 10.022168 0.588156
331.000000 4.564452 12.026602 0.590012
332.000000 4.579070 16.035469 0.591868
333.000000 4.593688 11.024385 0.593724
334.000000 4.608305 9.019951 0.595579
335.000000 4.622921 9.019951 0.597435
336.000000 4.637537 15.033252 0.599291
337.000000 4.652152 12.026602 0.601146
338.000000 4.666767 13.028819 0.603001
339.000000 4.681381 9.019951 0.604856
340.000000 4.695995 11.024385 0.606711
341.000000 4.710608 28.062071 0.608566
342.000000 4.725220 13.028819 0.610421
343.000000 4.739832 15.033252 0.612276
344.000000 4.754443 8.017734 0.614130
345.000000 4.769053 8.017734 0.615985
346.000000 4.783663 18.039903 0.617839
347.000000 4.798272 15.033252 0.619693
348.000000 4.812881 16.035469 0.621547
349.000000 4.827489 16.035469 0.623401
350.000000 4.842096 11.024385 0.625255
351.000000 4.856703 8.017734 0.627109
352.000000 4.871309 17.037686 0.628963
353.000000 4.885915 8.017734 0.630816
354.000000 4.900520 10.022168 0.632670
355.000000 4.915124 7.015518 0.634523
356.000000 4.929728 5.011084 0.636376
357.000000 4.944331 8.017734 0.638229
358.000000 4.958933 17.037686 0.640082
359.000000 4.973535 9.019951 0.641935
360.000000 4.988136 13.028819 0.643787
361.000000 5.002736 12.026602 0.645640
362.000000 5.017336 10.022168 0.647492
363.000000 5.031935 7.015518 0.649345
364.000000 5.046534 9.019951 0.651197
365.000000 5.061132 12.026602 0.653049
366.000000 5.075729 14.031035 0.654901
367.000000 5.090326 6.013301 0.656753
368.000000 5.104921 4.008867 0.658604
369.000000 5.119517 10.022168 0.660456
370.000000 5.134111 8.017734 0.662307
371.000000 5.148705 11.024385 0.664158
372.000000 5.163299 10.022168 0.666010
373.000000 5.177891 12.026602 0.667861
374.000000 5.192483 10.022168 0.669712
375.000000 5.207075 5.011084 0.671562
376.000000 5.221665 15.033252 0.673413
377.000000 5.236255 7.015518 0.675264
378.000000 5.250844 11.024385 0.677114
379.000000 5.265433 7.015518 0.678964
380.000000 5.280021 16.035469 0.680814
381.000000 5.294608 13.028819 0.682664
382.000000 5.309195 14.031035 0.684514
383.000000 5.323781 14.031035 0.686364
384.000000 5.338366 12.026602 0.688214
385.000000 5.352951 18.039903 0.690063
386.000000 5.367534 4.008867 0.691913
387.000000 5.382118 3.006650 0.693762
388.000000 5.396700 6.013301 0.695611
389.000000 5.411282 11.024385 0.697460
390.000000 5.425863 14.031035 0.699309
391.000000 5.440443 7.015518 0.701157
392.000000 5.455023 11.024385 0.703006
393.000000 5.469602 9.019951 0.704854
394.000000 5.484180 6.013301 0.706703
395.000000 5.498758 9.019951 0.708551
396.000000 5.513335 12.026602 0.710399
397.000000 5.527911 8.017734 0.712247
398.000000 5.542487 8.017734 0.714095
399.000000 5.557061 10.022168 0.715942
400.000000 5.571635 12.026602 0.717790
401.000000 5.586209 9.019951 0.719637
402.000000 5.600781 8.017734 0.721484
403.000000 5.615353 11.024385 0.723331
404.000000 5.629924 8.017734 0.725178
405.000000 5.644495 15.033252 0.727025
406.000000 5.659065 10.022168 0.728872
407.000000 5.673634 7.015518 0.730718
408.000000 5.688202 10.022168 0.732565
409.000000 5.702770 8.017734 0.734411
410.000000 5.717336 13.028819 0.736257
411.000000 5.731903 10.022168 0.738103
412.000000 5.746468 8.017734 0.739949
413.000000 5.761033 15.033252 0.741795
414.000000 5.775596 15.033252 0.743640
415.000000 5.790160 14.031035 0.745486
416.000000 5.804722 18.039903 0.747331
417.000000 5.819284 16.035469 0.749176
418.000000 5.833845 8.017734 0.751021
419.000000 5.848405 10.022168 0.752866
420.000000 5.862964 11.024385 0.754710
421.000000 5.877523 11.024385 0.756555
422.000000 5.892081 9.019951 0.758399
423.000000 5.906638 13.028819 0.760244
424.000000 5.921194 7.015518 0.762088
425.000000 5.935750 12.026602 0.763932
426.000000 5.950305 15.033252 0.765776
427.000000 5.964859 16.035469 0.767619
428.000000 5.979413 8.017734 0.769463
429.000000 5.993965 15.033252 0.771306
430.000000 6.008517 14.031035 0.773150
431.000000 6.023068 12.026602 0.774993
432.000000 6.037618 10.022168 0.776836
433.000000 6.052168 9.019951 0.778678
434.000000 6.066717 16.035469 0.780521
435.000000 6.081265 12.026602 0.782364
436.000000 6.095812 12.026602 0.784206
437.000000 6.110358 13.028819 0.786048
438.000000 6.124904 11.024385 0.787890
439.000000 6.139449 17.037686 0.789732
440.000000 6.153993 9.019951 0.791574
441.000000 6.168536 5.011084 0.793416
442.000000 6.183079 9.019951 0.795257
443.000000 6.197621 6.013301 0.797098
444.000000 6.212161 8.017734 0.798940
445.000000 6.226702 11.024385 0.800781
446.000000 6.241241 8.017734 0.802621
447.000000 6.255779 14.031035 0.804462
448.000000 6.270317 8.017734 0.806303
449.000000 6.284854 7.015518 0.808143
450.000000 6.299390 6.013301 0.809983
451.000000 6.313926 7.015518 0.811823
452.000000 6.328460 9.019951 0.813663
453.000000 6.342994 11.024385 0.815503
454.000000 6.357527 10.022168 0.817343
455.000000 6.372059 5.011084 0.819182
456.000000 6.386590 12.026602 0.821022
457.000000 6.401121 12.026602 0.822861
458.000000 6.415650 7.015518 0.824700
459.000000 6.430179 8.017734 0.826539
460.000000 6.444707 8.017734 0.828377
461.000000 6.459234 14.031035 0.830216
462.000000 6.473761 10.022168 0.832054
463.000000 6.488286 12.026602 0.833893
464.000000 6.502811 8.017734 0.835731
465.000000 6.517335 14.031035 0.837569
466.000000 6.531858 13.028819 0.839406
467.000000 6.546380 10.022168 0.841244
468.000000 6.560901 6.013301 0.843081
469.000000 6.575422 12.026602 0.844919
470.000000 6.589942 7.015518 0.846756
471.000000 6.604461 15.033252 0.848593
472.000000 6.618979 9.019951 0.850430
473.000000 6.633496 8.017734 0.852266
474.000000 6.648012 11.024385 0.854103
475.000000 6.662528 10.022168 0.855939
476.000000 6.677042 16.035469 0.857775
477.000000 6.691556 7.015518 0.859611
478.000000 6.706069 7.015518 0.861447
479.000000 6.720581 5.011084 0.863283
480.000000 6.735092 10.022168 0.865118
481.000000 6.749603 4.008867 0.866954
482.000000 6.764112 11.024385 0.868789
483.000000 6.778621 8.017734 0.870624
484.000000 6.793128 8.017734 0.872459
485.000000 6.807635 9.019951 0.874293
486.000000 6.822141 12.026602 0.876128
